"ExperimentID","PercentageOfInc","ConstraintStrictness","WindowSizeMs","WindowSlideMs","StartTimeMs","CurrentTimeMs","NumberOfEvents","AvgMemory","MaxMemory","AvgCPU","MaxCPU","NumberOfInconsistencies"
"7d17c546-2291-45ba-b7e6-be328627d0e8","0","1","10000","5000","1729681861147","1729681867641","200001","217049885","647747552","0.675375389130793","0.9358843811640076","0"
"bb8f243d-9ec7-41de-8a8d-3245d996aee2","0","1","10000","2000","1729681881414","1729681887990","200001","210387708","647892752","0.678613145323724","0.9373080197702318","0"
"613fbd69-9d61-490d-bc25-0c63a7b79ec1","0","1","100000","50000","1729681901756","1729681908286","200001","279628363","649294576","0.6768497049712715","0.9391602171217395","0"
"19e4b06e-eea1-4618-8a66-873d2f19ea08","0","1","100000","20000","1729681922110","1729681928500","200001","224637951","647546400","0.6727144755546449","0.9368649374176187","0"
"4a1bff54-82a6-4631-9645-34817ee33aed","0","1","1000000","500000","1729681942248","1729681948925","200001","273649589","649833328","0.6799141193737569","0.9382967368271719","0"
"9511f8ff-59d6-44d5-a176-47f774c66fe5","0","1","1000000","200000","1729681962669","1729681969230","200001","271325291","647850968","0.6786942654657909","0.9372702402795021","0"
"ba50a530-9a22-4360-aeb5-ccf2abe345a6","0","1","10000000","5000000","1729681983010","1729681990184","200001","259465802","648580144","0.6998340587853178","0.9383080232582905","0"
"6533c365-585e-485d-8511-529c04d92c12","0","1","10000000","2000000","1729682003958","1729682010528","200001","214521034","648510648","0.6772642052729564","0.9369234325106085","0"
"96196d6c-08b6-4836-b71c-6a483701e39b","0","1","10000","5000","1729685264612","1729685271180","200001","247307521","649183752","0.6765602018419073","0.9360848771370458","0"
"0e85fe30-534a-4028-904c-adad1186b8e5","0","1","10000","2000","1729685285023","1729685291638","200001","212598445","648709760","0.6748311497675111","0.9360666697762644","0"
"582e0ce7-aa76-43cf-b027-a2b62bc299c3","0","1","100000","50000","1729685305546","1729685312081","200001","229170858","647574472","0.6765662359889187","0.9372343113239672","0"
"371e2752-efe3-46e9-86b9-aa94e5c53f2a","0","1","100000","20000","1729685325901","1729685332607","200001","237662753","647803088","0.6795148414935321","0.9375692616133687","0"
"609c511f-4bf8-4871-aabb-d554b400b418","0","1","1000000","500000","1729685346204","1729685353056","200001","364480811","570198032","0.7052037751074653","0.9312563531606362","0"
"09d32005-bea6-444a-ba0d-6e3a0d0c4d2c","0","1","1000000","200000","1729685366499","1729685373060","200001","228367818","647680176","0.680572059712868","0.9380002793271707","0"
"95a9dd31-b248-4e91-93f4-f41e8ab49c0b","0","1","10000000","5000000","1729685386502","1729685393116","200001","271013920","647920504","0.676624551015681","0.9358875338602587","0"
"5b285494-b82f-4c03-82a1-778f30a66f25","0","1","10000000","2000000","1729685406559","1729685413103","200001","280530801","647207272","0.6744660730381371","0.9356089279385318","0"
