"ExperimentID","PercentageOfInc","ConstraintStrictness","WindowSizeMs","WindowSlideMs","StartTimeMs","CurrentTimeMs","NumberOfEvents","AvgMemory","MaxMemory","AvgCPU","MaxCPU","NumberOfInconsistencies"
"0a453571-cd57-48c8-98d9-95da93952bbf","0","1","10000","5000","1685133791244","1685133851866","1900001","1090519040","1090519040","0.4008175637878929","0.9304179949757826","0"
"a9853013-a9cf-4e25-9bb6-634e82ea48c3","0","1","10000","2000","1685134025534","1685134086568","1900001","1090519040","1090519040","0.4037262268197219","0.9309368763785316","0"
"5121b01c-7a8a-4d8c-baf9-95b43cb80e52","0","1","100000","50000","1685134261080","1685134322012","1900001","1090519040","1090519040","0.4015604878130232","0.9277632167742761","0"
"05d86b96-1231-474c-8934-892e0bcf9666","0","1","100000","20000","1685134495227","1685134556124","1900001","1090519040","1090519040","0.40322899408836693","0.9286213314841946","0"
"54136fdc-348a-4be6-9466-c70a48f427e7","0","1","1000000","500000","1685134730017","1685134790400","1900001","1090519040","1090519040","0.39837651388095613","0.9278268030310509","0"
"d995c595-6690-440f-a61c-3023aa14c4c6","0","1","1000000","200000","1685134963924","1685135025096","1900001","1090519040","1090519040","0.40130108856766955","0.928862840930271","0"
"b0dffbb5-a339-4e54-bf99-554528a4105d","0","1","10000000","5000000","1685135198736","1685135259246","1900001","1090519040","1090519040","0.39979769868267206","0.9290077977105041","0"
"7b1150ad-bd63-4f43-b0e8-8718ce4d7eea","0","1","10000000","2000000","1685135433244","1685135494145","1900001","1090519040","1090519040","0.4018295440023418","0.9294068842441968","0"
"ac5353e6-aa6b-4f61-ab5b-41197bc6490e","0","1","10000","5000","1685580694804","1685580755817","1900001","1090519040","1090519040","0.4032178107345616","0.9217527022592257","0"
"3a3e6029-a4bc-4f9e-af94-1cadb1fbff21","0","1","10000","2000","1685580962598","1685581023585","1900001","1090519040","1090519040","0.40480986969344346","0.9288387456161686","0"
"5dc57f84-05b4-4020-9c00-9cca92b54c03","0","1","100000","50000","1685581229647","1685581290506","1900001","1090519040","1090519040","0.40124055921487745","0.92741524326953","0"
"83d7a384-43b2-438e-95fe-7d4d847b84f1","0","1","100000","20000","1685581495472","1685581556346","1900001","1090519040","1090519040","0.403191660019456","0.9280478699079445","0"
"d1b94f36-1de1-4f12-bc09-f4fdbe98cba2","0","1","1000000","500000","1685581763731","1685581824308","1900001","1090519040","1090519040","0.3999834887597035","0.9268312857190861","0"
"2cc5e49d-7be1-4524-91d5-dae2f0b4388b","0","1","1000000","200000","1685582030843","1685582091732","1900001","1090519040","1090519040","0.4022483738663592","0.9291210278622298","0"
"1c6f68e5-ba15-4d02-a873-698a2ce0a87e","0","1","10000000","5000000","1685582296866","1685582357697","1900001","1090519040","1090519040","0.4021126949656263","0.9252519328040777","0"
"052732b1-a601-4576-86b9-937aa1cc9466","0","1","10000000","2000000","1685582565289","1685582626134","1900001","1090519040","1090519040","0.4013084420122175","0.9272158794346727","0"
