"ExperimentID","PercentageOfInc","ConstraintStrictness","WindowSizeMs","WindowSlideMs","StartTimeMs","CurrentTimeMs","NumberOfEvents","AvgMemory","MaxMemory","AvgCPU","MaxCPU","NumberOfInconsistencies","AverageInconsistencies"
"d444d50d-ebf1-4d71-8d29-ea5b30a892ff","0","1","10000","5000","1727344858037","1727344859959","100001","1090519040","1090519040","0.6117847286125111","0.9214909885308574","1","9.99990000099999E-6"
"d93d4563-8023-4d15-b1d6-a9b0caa8c0f2","0","1","10000","2000","1727344892867","1727344894777","100001","1090519040","1090519040","0.6123625421577168","0.9228126187761307","1","9.99990000099999E-6"
"f89fdad3-d15c-40fd-ac1b-446158ee5a5e","0","1","100000","50000","1727344927222","1727344929101","100001","1090519040","1090519040","0.6088936485602314","0.9254465623953025","1","9.99990000099999E-6"
"bb7c2b9a-1de3-4eb7-bfa6-ef7d05491615","0","1","100000","20000","1727344961794","1727344963736","100001","1090519040","1090519040","0.6162232214832519","0.918420448099165","1","9.99990000099999E-6"
"bcdb423f-f44e-4ca1-9300-a180d3e8ae93","0","1","1000000","500000","1727344996262","1727344998123","100001","1090519040","1090519040","0.6135726227276425","0.9217684249614009","1","9.99990000099999E-6"
"268908c5-10d0-4dea-ab63-6d1976e2046e","0","1","1000000","200000","1727345030748","1727345032660","100001","1090519040","1090519040","0.6117196046308718","0.9249173639086872","1","9.99990000099999E-6"
"d4d0d52c-9f60-4670-af07-245afe6df08d","0","1","10000000","5000000","1727345065082","1727345066945","100001","1090519040","1090519040","0.606002511905425","0.922225412887634","1","9.99990000099999E-6"
"fd95c7d0-4220-4563-83e9-65e91a90eb12","0","1","10000000","2000000","1727345099526","1727345101436","100001","1090519040","1090519040","0.606428999632184","0.9234645271923003","1","9.99990000099999E-6"
"ff5da642-d5b1-4ed8-9fb9-31f79b0807fa","0","1","10000","5000","1727375048683","1727375050569","100001","1090519040","1090519040","0.6106693723878766","0.9239887438481659","1","9.99990000099999E-6"
"ddc5cfbd-77c9-4ea8-8dc8-f3146b23c93c","0","1","10000","2000","1727375075577","1727375077524","100001","1090519040","1090519040","0.6127432090002818","0.9172178744584216","1","9.99990000099999E-6"
"5b7d8993-5837-4016-a976-0c7f690a18b7","0","1","100000","50000","1727375102336","1727375104179","100001","1090519040","1090519040","0.6097156004007959","0.9245015963999296","1","9.99990000099999E-6"
"26c7cf74-718d-4c67-a993-b01fb5deffa4","0","1","100000","20000","1727375129057","1727375130965","100001","1090519040","1090519040","0.6113167606952729","0.9244193875399207","1","9.99990000099999E-6"
"84f4e0a6-8547-4074-80de-d550ead9ecde","0","1","1000000","500000","1727375155762","1727375157630","100001","1090519040","1090519040","0.6091697066168332","0.9263463226396181","1","9.99990000099999E-6"
"6ce89d0c-c42b-4441-a32c-3483af20d316","0","1","1000000","200000","1727375182578","1727375184501","100001","1090519040","1090519040","0.618119837579224","0.924775442441315","1","9.99990000099999E-6"
"d5cb03c9-74bb-4288-98d8-9fbbc61c1cf5","0","1","10000000","5000000","1727375209271","1727375211144","100001","1090519040","1090519040","0.6054195563304751","0.926761909682753","1","9.99990000099999E-6"
"7e4789ba-756b-4f4c-9349-aa1062b838f0","0","1","10000000","2000000","1727375235986","1727375237896","100001","1090519040","1090519040","0.609068955144051","0.9259873803485232","1","9.99990000099999E-6"
"7e87e21f-e32a-430f-8d28-279c846b587b","0","1","10000","5000","1727380581406","1727380583265","100001","1090519040","1090519040","0.6140017785694065","0.927158145598951","1","9.99990000099999E-6"
"23c24da0-6ae2-41fc-bf3b-c7e41e2d48e5","0","1","10000","2000","1727380608260","1727380610189","100001","1090519040","1090519040","0.6183467278588627","0.9294135180693172","1","9.99990000099999E-6"
"0f1dfaae-c442-44f7-904b-dfee02fad757","0","1","100000","50000","1727380635005","1727380636868","100001","1090519040","1090519040","0.6137627569464926","0.9290863795820835","1","9.99990000099999E-6"
"03e91b45-021a-4b3b-9208-c544e357af4a","0","1","100000","20000","1727380661781","1727380663700","100001","1090519040","1090519040","0.6188468066697211","0.9302295622600675","1","9.99990000099999E-6"
"bf07555d-a709-4642-9666-285d219cd314","0","1","1000000","500000","1727380688553","1727380690462","100001","1090519040","1090519040","0.6184794629256902","0.9256997036125281","1","9.99990000099999E-6"
"01848fcb-3540-4ff3-9d73-ab128793d638","0","1","1000000","200000","1727380715433","1727380717387","100001","1090519040","1090519040","0.6271004710835987","0.9280703759898572","1","9.99990000099999E-6"
"23b5be08-44d2-4af1-adcb-f71c30a45bed","0","1","10000000","5000000","1727380742181","1727380744053","100001","1090519040","1090519040","0.612577132773608","0.9268118987284436","1","9.99990000099999E-6"
"5c3d3b64-a32a-4bdb-b074-b004ff65bd99","0","1","10000000","2000000","1727380768991","1727380770922","100001","1090519040","1090519040","0.6160688809391359","0.9274671407708426","1","9.99990000099999E-6"
"e830d18c-3927-4797-91c8-c41a2dd25bb4","0","1","10000","5000","1727381994252","1727382026270","1900001","1090519040","1090519040","0.41324501832107013","0.9244223736806141","21","1.1052625761775915E-5"
"1be276b6-3785-4a3a-9198-8886c0f4782a","0","1","10000","2000","1727382115145","1727382148195","1900001","1090519040","1090519040","0.42993291639193637","0.9228862813356541","21","1.1052625761775915E-5"
"7a7b7a13-9b23-44ee-b2d0-23bdb1f4d8a5","0","1","100000","50000","1727382234659","1727382266613","1900001","1090519040","1090519040","0.4114480597565748","0.9280299427519672","21","1.1052625761775915E-5"
"0c92b307-257b-4bcb-a97d-a33ac649acf2","0","1","100000","20000","1727382355673","1727382388669","1900001","1090519040","1090519040","0.4286238857879181","0.9293128113292989","21","1.1052625761775915E-5"
"532cdba3-a92b-4050-8260-b649115ecc2d","0","1","1000000","500000","1727382476171","1727382508493","1900001","1090519040","1090519040","0.4194446186913907","0.9255844599906656","21","1.1052625761775915E-5"
"9dc476f3-b899-411e-9aa3-f0173eb4b8b3","0","1","1000000","200000","1727382597659","1727382630764","1900001","1090519040","1090519040","0.4296606182166677","0.9293223918767237","21","1.1052625761775915E-5"
"a9987a1e-50d6-4919-841b-453241ff1bfc","0","1","10000000","5000000","1727382717984","1727382750437","1900001","1260183192","1308622848","0.4173169781041777","0.9335652733250291","21","1.1052625761775915E-5"
