"ExperimentID","PercentageOfInc","ConstraintStrictness","WindowSizeMs","WindowSlideMs","StartTimeMs","CurrentTimeMs","NumberOfEvents","AvgMemory","MaxMemory","AvgCPU","MaxCPU","NumberOfInconsistencies","AverageInconsistencies"
"118a245e-a40c-4e26-a266-98d5c840ad9c","0","1","10","5","1727344841107","1727344842966","100001","1090519040","1090519040","0.6069953121951304","0.9218893962558344","87","8.699913000869992E-4"
"9b002f05-619a-4c43-9b3e-34075adfa9bf","0","1","10","2","1727344875797","1727344877716","100001","1090519040","1090519040","0.6110909603370528","0.91889971960209","87","8.699913000869992E-4"
"c960449a-828a-474b-a08b-ec3ee64ff957","0","1","100","50","1727344910399","1727344912245","100001","1090519040","1090519040","0.605024597369156","0.9209801074858002","87","8.699913000869992E-4"
"fe43416b-e099-4df7-9ddb-3fc4c075b1b8","0","1","100","20","1727344944824","1727344946743","100001","1090519040","1090519040","0.6151650369701558","0.9277163881452304","87","8.699913000869992E-4"
"5c810ec1-18a2-4cfa-8ade-9a045255bb91","0","1","1000","500","1727344979405","1727344981238","100001","1090519040","1090519040","0.6050155500184194","0.9241930407322916","87","8.699913000869992E-4"
"7750cd42-1779-4ce1-a455-1b03cc5c4060","0","1","1000","200","1727345013879","1727345015796","100001","1090519040","1090519040","0.6101771128864593","0.9227414882437104","87","8.699913000869992E-4"
"9461ce46-c97b-471f-82be-c9a4b8f23072","0","1","10000","5000","1727345048307","1727345050167","100001","1090519040","1090519040","0.612914514368095","0.9172635704887044","87","8.699913000869992E-4"
"6cf4cab5-18c0-4dee-9b6f-de71f32d3588","0","1","10000","2000","1727345082608","1727345084528","100001","1090519040","1090519040","0.6107685290706701","0.9238728507074424","87","8.699913000869992E-4"
"716c547f-70da-49cd-b1d5-c40debcfbfd0","0","1","10","5","1727375039518","1727375041396","100001","1090519040","1090519040","0.6067613772124038","0.9217169067498089","87","8.699913000869992E-4"
"d70c72c1-a8f3-48bf-b3f8-78f296582028","0","1","10","2","1727375066315","1727375068258","100001","1090519040","1090519040","0.6143737705476647","0.921367379676537","87","8.699913000869992E-4"
